"","X","Дата","Область","Округ","Населённый_пункт","Тип","Район","Улица","Дом","lonlat","yandex_adress"
"3503",10049,"19.04.2020","Москoвская Область","Реутов","Реутов","город",NA,"проспект Мира","2","37.863136   55.761214","Россия, Московская область, Реутов, проспект Мира, 2"
"3504",10050,"19.04.2020","Москoвская Область","Реутов","Реутов","город",NA,"Комсомольская улица","10к1","37.852599   55.754375","Россия, Московская область, Реутов, Комсомольская улица, 10к1"
"3505",10051,"19.04.2020","Москoвская Область",NA,"Сергиев Посад","город",NA,"улица Дружбы","13","38.142754   56.331309","Россия, Московская область, Сергиев Посад, улица Дружбы, 13"
"3506",10052,"19.04.2020","Москoвская Область","Солнечногорск","Солнечногорск","город",NA,NA,NA,"36.977631   56.185102","Россия, Московская область, Солнечногорск"
"3507",10054,"19.04.2020","Москoвская Область","Талдомский городской округ","Талдом","город",NA,"улица Дарвина","25","37.53959   56.734227","Россия, Московская область, Талдомский городской округ, Талдом, улица Дарвина, 25"
"3508",10055,"19.04.2020","Москoвская Область","Химки","Химки","город",NA,"улица Академика Грушина","2/10","37.453486   55.906274","Россия, Московская область, Химки, улица Академика Грушина, 2/10"
"3509",10056,"19.04.2020","Москoвская Область","городской округ Солнечногорск","садовое товарищество Химки","дачный посёлок",NA,NA,"2","37.17605   56.161554","Россия, Московская область, городской округ Солнечногорск, садовое товарищество Химки, 2"
"3510",10057,"19.04.2020","Москoвская Область","Химки","Химки","город",NA,"Молодёжная улица","30","37.406235   55.887185","Россия, Московская область, Химки, Молодёжная улица, 30"
"3511",10058,"19.04.2020","Москoвская Область","Химки","Химки","город",NA,"проспект Мельникова","1","37.406738   55.899038","Россия, Московская область, Химки, проспект Мельникова, 1"
"3512",10059,"19.04.2020","Москoвская Область","Химки","Химки","город",NA,"Пролетарская улица","6","37.441889   55.891724","Россия, Московская область, Химки, Пролетарская улица, 6"
"3513",10060,"19.04.2020","Москoвская Область","Химки","Химки","город",NA,"улица Родионова","7","37.405471   55.906804","Россия, Московская область, Химки, улица Родионова, 7"
"3514",10061,"19.04.2020","Москoвская Область","Химки","Химки","город",NA,"улица Родионова","7Б","37.405956   55.907541","Россия, Московская область, Химки, улица Родионова, 7Б"
"3515",10062,"19.04.2020","Москoвская Область","Химки","Химки","город",NA,"Союзная улица","5к3","37.440173   55.89666","Россия, Московская область, Химки, Союзная улица, 5к3"
"3516",10063,"19.04.2020","Москoвская Область","Химки","Химки","город",NA,"улица Кудрявцева","2А","37.457322   55.898856","Россия, Московская область, Химки, улица Кудрявцева, 2А"
"3517",10064,"19.04.2020","Москoвская Область","Химки","Химки","город",NA,"улица 8 Марта","9","37.452543   55.904735","Россия, Московская область, Химки, улица 8 Марта, 9"
"3518",10065,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город","микрорайон Щёлково-3","Институтская улица","24","38.061672   55.902565","Россия, Московская область, Щёлково, микрорайон Щёлково-3, Институтская улица, 24"
"3519",10066,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город",NA,"Комсомольская улица","3","37.991478   55.929626","Россия, Московская область, Щёлково, Комсомольская улица, 3"
"3520",10067,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город","микрорайон Финский",NA,"7","37.974177   55.935793","Россия, Московская область, Щёлково, микрорайон Финский, 7"
"3521",10068,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город",NA,"Первомайская улица","5к2","37.983007   55.917712","Россия, Московская область, Щёлково, Первомайская улица, 5к2"
"3522",10069,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город",NA,"Сиреневая улица","5","37.989475   55.932213","Россия, Московская область, Щёлково, Сиреневая улица, 5"
"3523",10070,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город","микрорайон Щёлково-3","улица Стефановского","6","38.060154   55.910089","Россия, Московская область, Щёлково, микрорайон Щёлково-3, улица Стефановского, 6"
"3524",10071,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город",NA,"Талсинская улица","24А","37.983447   55.927841","Россия, Московская область, Щёлково, Талсинская улица, 24А"
"3525",10072,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город","микрорайон Щёлково-3","улица Бахчиванджи","1","38.050524   55.907183","Россия, Московская область, Щёлково, микрорайон Щёлково-3, улица Бахчиванджи, 1"
"3526",10073,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город",NA,"улица Неделина","20","37.978264   55.944818","Россия, Московская область, Щёлково, улица Неделина, 20"
"3527",10074,"19.04.2020","Москoвская Область","Щёлково","Щёлково","город",NA,"улица Неделина","24","37.978614   55.946164","Россия, Московская область, Щёлково, улица Неделина, 24"
"3528",10076,"19.04.2020","Москoвская Область","Электросталь","Электросталь","город",NA,"улица Победы","15к1","38.442055   55.771439","Россия, Московская область, Электросталь, улица Победы, 15к1"
"3529",10077,"19.04.2020","Москoвская Область","Балашиха","Балашиха","город",NA,"Звёздная улица","12","37.957207   55.828116","Россия, Московская область, Балашиха, Звёздная улица, 12"
"3530",10078,"19.04.2020","Москoвская Область","Балашиха","Балашиха","город","микрорайон Железнодорожный","улица Корнилаева","30","38.00763   55.734988","Россия, Московская область, Балашиха, микрорайон Железнодорожный, улица Корнилаева, 30"
"3531",10079,"19.04.2020","Москoвская Область","Балашиха","Балашиха","город","микрорайон Железнодорожный","Лесопарковая улица","12","37.998728   55.754304","Россия, Московская область, Балашиха, микрорайон Железнодорожный, Лесопарковая улица, 12"
"3532",10080,"19.04.2020","Москoвская Область","Балашиха","Балашиха","город","микрорайон Железнодорожный","Пионерская улица","33","38.036717   55.743684","Россия, Московская область, Балашиха, микрорайон Железнодорожный, Пионерская улица, 33"
"3533",10081,"19.04.2020","Москoвская Область","Балашиха","Балашиха","город",NA,"проспект Ленина","39","37.943975   55.797675","Россия, Московская область, Балашиха, проспект Ленина, 39"
"3534",10082,"19.04.2020","Москoвская Область","Балашиха","Балашиха","город",NA,"Спортивная улица","17","37.964717   55.817734","Россия, Московская область, Балашиха, Спортивная улица, 17"
"3535",10083,"19.04.2020","Москoвская Область","Бронницы","Бронницы","город","микрорайон Южный-1","улица Соловьиная Роща","3","38.263461   55.406722","Россия, Московская область, Бронницы, микрорайон Южный-1, улица Соловьиная Роща, 3"
"3536",10084,"19.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"1-я Радиальная улица","3","37.711904   55.557078","Россия, Московская область, Ленинский городской округ, Видное, 1-я Радиальная улица, 3"
"3537",10085,"19.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"Ольховая улица","6","37.722055   55.543374","Россия, Московская область, Ленинский городской округ, Видное, Ольховая улица, 6"
"3538",10086,"19.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"улица Павла Фёдоровича Гаевского","16","37.716082   55.553727","Россия, Московская область, Ленинский городской округ, Видное, улица Павла Фёдоровича Гаевского, 16"
"3539",10087,"19.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"проспект Ленинского Комсомола","39","37.704179   55.544189","Россия, Московская область, Ленинский городской округ, Видное, проспект Ленинского Комсомола, 39"
"3540",10088,"19.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"Радужная улица","10","37.715309   55.541356","Россия, Московская область, Ленинский городской округ, Видное, Радужная улица, 10"
"3541",10089,"19.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"Советская улица","19А","37.713225   55.551018","Россия, Московская область, Ленинский городской округ, Видное, Советская улица, 19А"
"3542",10090,"19.04.2020","Москoвская Область","городской округ Подольск","деревня Федюково","деревня",NA,"улица Строителей","21","37.68738   55.514753","Россия, Московская область, городской округ Подольск, деревня Федюково, улица Строителей, 21"
"3543",10091,"19.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"Центральная улица","13В","37.725792   55.560688","Россия, Московская область, Ленинский городской округ, Видное, Центральная улица, 13В"
"3544",10092,"19.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"Школьная улица","62","37.695519   55.554404","Россия, Московская область, Ленинский городской округ, Видное, Школьная улица, 62"
"3545",10093,"19.04.2020","Москoвская Область","Воскресенск","Воскресенск","город","микрорайон Новлянский","улица Зелинского","10/14","38.651542   55.313403","Россия, Московская область, Воскресенск, микрорайон Новлянский, улица Зелинского, 10/14"
"3546",10094,"19.04.2020","Москoвская Область","городской округ Воскресенск","село Косяково","село",NA,"Юбилейная улица","2","38.494005   55.350827","Россия, Московская область, городской округ Воскресенск, село Косяково, Юбилейная улица, 2"
"3547",10095,"19.04.2020","Москoвская Область","городской округ Воскресенск","село Федино","село",NA,NA,"9","38.625644   55.311277","Россия, Московская область, городской округ Воскресенск, село Федино, 9"
"3548",10096,"19.04.2020","Москoвская Область","Воскресенск","Воскресенск","город","микрорайон Новлянский","улица Энгельса","13","38.643511   55.314197","Россия, Московская область, Воскресенск, микрорайон Новлянский, улица Энгельса, 13"
"3549",10097,"19.04.2020","Москoвская Область","городской округ Люберцы","рабочий посёлок Октябрьский","посёлок",NA,"улица 60 лет Победы","3","37.967843   55.605907","Россия, Московская область, городской округ Люберцы, рабочий посёлок Октябрьский, улица 60 лет Победы, 3"
"3550",10098,"19.04.2020","Москoвская Область","городской округ Люберцы","дачный посёлок Красково","посёлок",NA,"улица Карла Маркса","81","37.985855   55.658185","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 81"
"3551",10099,"19.04.2020","Москoвская Область","городской округ Люберцы","дачный посёлок Красково","посёлок",NA,"улица Карла Маркса","90","37.995152   55.658764","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 90"
"3552",10100,"19.04.2020","Москoвская Область","городской округ Люберцы","дачный посёлок Красково","посёлок",NA,"улица Лорха","11","38.000596   55.676128","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, посёлок Коренёво, улица Лорха, 11"
"3553",10101,"19.04.2020","Москoвская Область","городской округ Люберцы","дачный посёлок Красково","посёлок",NA,"улица Карла Маркса","117/14","37.990149   55.662405","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 117/14"
"3554",10102,"19.04.2020","Москoвская Область","Раменский городской округ","посёлок городского типа Родники","посёлок",NA,"Большая Учительская улица","9","38.052608   55.64669","Россия, Московская область, Раменский городской округ, посёлок городского типа Родники, Большая Учительская улица, 9"
"3555",10103,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"площадь Дмитрия Донского","3","37.851359   55.631254","Россия, Московская область, Дзержинский, площадь Дмитрия Донского, 3"
"3556",10104,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Дзержинская улица","15","37.849868   55.623727","Россия, Московская область, Дзержинский, Дзержинская улица, 15"
"3557",10105,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Дзержинская улица","17","37.852239   55.62452","Россия, Московская область, Дзержинский, Дзержинская улица, 17"
"3558",10107,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"улица Лермонтова","11","37.859084   55.628068","Россия, Московская область, Дзержинский, улица Лермонтова, 11"
"3559",10108,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"улица Лермонтова","19","37.855833   55.629567","Россия, Московская область, Дзержинский, улица Лермонтова, 19"
"3560",10109,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"площадь Дмитрия Донского","3","37.851359   55.631254","Россия, Московская область, Дзержинский, площадь Дмитрия Донского, 3"
"3561",10110,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Спортивная улица","10","37.849302   55.627061","Россия, Московская область, Дзержинский, Спортивная улица, 10"
"3562",10111,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Томилинская улица","28","37.867511   55.626177","Россия, Московская область, Дзержинский, Томилинская улица, 28"
"3563",10112,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Томилинская улица","7","37.862202   55.627646","Россия, Московская область, Дзержинский, Томилинская улица, 7"
"3564",10113,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Угрешская улица","18","37.850901   55.634105","Россия, Московская область, Дзержинский, Угрешская улица, 18"
"3565",10114,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Угрешская улица","28","37.863154   55.63131","Россия, Московская область, Дзержинский, Угрешская улица, 28"
"3566",10115,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Угрешская улица","32","37.867052   55.632042","Россия, Московская область, Дзержинский, Угрешская улица, 32"
"3567",10116,"19.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"улица Шама","1В","37.842807   55.638343","Россия, Московская область, Дзержинский, улица Шама, 1В"
"3568",10117,"19.04.2020","Москoвская Область","Домодедово","Домодедово","город",NA,"улица 25 лет Октября","12","37.761671   55.426048","Россия, Московская область, Домодедово, улица 25 лет Октября, 12"
"3569",10118,"19.04.2020","Москoвская Область","Домодедово","Домодедово","город",NA,NA,"5","37.771876   55.429762","Россия, Московская область, Домодедово, улица 25 лет Октября, 5"
"3570",10119,"19.04.2020","Москoвская Область","Домодедово","Домодедово","город",NA,"улица Горького","3","37.770529   55.438527","Россия, Московская область, Домодедово, улица Горького, 3"
"3571",10120,"19.04.2020","Москoвская Область","Домодедово","Домодедово","город",NA,"улица Корнеева","34","37.776062   55.429348","Россия, Московская область, Домодедово, улица Корнеева, 34"
"3572",10121,"19.04.2020","Москoвская Область","Домодедово","Домодедово","город",NA,"улица Корнеева","50","37.778065   55.422579","Россия, Московская область, Домодедово, улица Корнеева, 50"
"3573",10122,"19.04.2020","Москoвская Область","Домодедово","Домодедово","город",NA,"улица Курыжова","19","37.771732   55.398625","Россия, Московская область, Домодедово, улица Курыжова, 19"
"3574",10123,"19.04.2020","Москoвская Область","Домодедово","Домодедово","город","микрорайон Северный","Новомосковская улица","50","37.76027   55.451977","Россия, Московская область, Домодедово, микрорайон Северный, Новомосковская улица, 50"
"3575",10124,"19.04.2020","Москoвская Область","Домодедово","Домодедово","город","микрорайон Северный","Советская улица","62к1","37.741001   55.444563","Россия, Московская область, Домодедово, микрорайон Северный, Советская улица, 62к1"
"3576",10125,"19.04.2020","Москoвская Область","Егорьевск","Егорьевск","город",NA,"Сосновая улица","4","39.019268   55.367704","Россия, Московская область, Егорьевск, Сосновая улица, 4"
"3577",10126,"19.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"улица Мичурина","13","38.108672   55.609823","Россия, Московская область, Жуковский, улица Мичурина, 13"
"3578",10127,"19.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"Молодёжная улица","34к1","38.086897   55.607066","Россия, Московская область, Жуковский, Молодёжная улица, 34к1"
"3579",10128,"19.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"улица Мясищева","24","38.09482   55.598182","Россия, Московская область, Жуковский, улица Мясищева, 24"
"3580",10129,"19.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"улица Фрунзе","12","38.125273   55.599153","Россия, Московская область, Жуковский, улица Фрунзе, 12"
"3581",10130,"19.04.2020","Москoвская Область","Кашира","Кашира","город","микрорайон Кашира-3","улица Ленина","11к1","38.192844   54.843424","Россия, Московская область, Кашира, микрорайон Кашира-3, улица Ленина, 11к1"
"3582",10131,"19.04.2020","Москoвская Область","Кашира","Кашира","город",NA,"Садовая улица","41к1","38.248244   54.835937","Россия, Московская область, Кашира, Садовая улица, 41к1"
"3583",10132,"19.04.2020","Москoвская Область","Коломна","Коломна","город",NA,"улица Добролюбова","13","38.77409   55.084266","Россия, Московская область, Коломна, улица Добролюбова, 13"
"3584",10133,"19.04.2020","Москoвская Область","Коломна","Коломна","город",NA,"улица Ленина","41","38.786029   55.081756","Россия, Московская область, Коломна, улица Ленина, 41"
"3585",10134,"19.04.2020","Москoвская Область","Коломенский городской округ","посёлок Радужный","посёлок",NA,NA,"2А","38.726543   55.135485","Россия, Московская область, Коломенский городской округ, посёлок Радужный, 2А"
"3586",10135,"19.04.2020","Москoвская Область","Коломна","Коломна","город",NA,"Пионерская улица","54","38.759466   55.092216","Россия, Московская область, Коломна, Пионерская улица, 54"
"3587",10136,"19.04.2020","Москoвская Область","Коломна","Коломна","город",NA,"Пионерская улица","56","38.758639   55.091325","Россия, Московская область, Коломна, Пионерская улица, 56"
"3588",10137,"19.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"Тарасовская улица","25","37.839834   55.945241","Россия, Московская область, Королёв, Тарасовская улица, 25"
"3589",10138,"19.04.2020","Москoвская Область","Котельники","Котельники","город","микрорайон Белая Дача",NA,"24","37.855482   55.664751","Россия, Московская область, Котельники, микрорайон Белая Дача, 24"
"3590",10139,"19.04.2020","Москoвская Область","Котельники","Котельники","город","микрорайон Силикат",NA,"4","37.855024   55.647991","Россия, Московская область, Котельники, микрорайон Силикат, 4"
"3591",10140,"19.04.2020","Москoвская Область","Котельники","Котельники","город","микрорайон Силикат",NA,"8А","37.85559   55.64887","Россия, Московская область, Котельники, микрорайон Силикат, 8А"
"3592",10141,"19.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"улица Ленина","47к3","37.302668   55.836716","Россия, Московская область, Красногорск, улица Ленина, 47к3"
"3593",10142,"19.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Молодёжная улица","2","37.357528   55.814826","Россия, Московская область, Красногорск, Молодёжная улица, 2"
"3594",10143,"19.04.2020","Москoвская Область","городской округ Красногорск","посёлок Отрадное","посёлок",NA,NA,"11к1","37.313088   55.873152","Россия, Московская область, городской округ Красногорск, посёлок Отрадное, 11к1"
"3595",10144,"19.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Успенская улица","28","37.292751   55.834178","Россия, Московская область, Красногорск, Успенская улица, 28"
"3596",10145,"19.04.2020","Москoвская Область","Ленинский городской округ","посёлок Развилка","посёлок",NA,NA,"31к2","37.755113   55.586822","Россия, Московская область, Ленинский городской округ, посёлок Развилка, 31к2"
"3597",10146,"19.04.2020","Москoвская Область","Ленинский городской округ","посёлок Развилка","посёлок",NA,NA,"42","37.759174   55.58875","Россия, Московская область, Ленинский городской округ, посёлок Развилка, 42"
"3598",10147,"19.04.2020","Москoвская Область","Ленинский городской округ","посёлок Совхоза имени Ленина","посёлок",NA,NA,"17к3","37.729458   55.58582","Россия, Московская область, Ленинский городской округ, посёлок Совхоза имени Ленина, 17к3"
"3599",10148,"19.04.2020","Москoвская Область","Ленинский городской округ","посёлок Совхоза имени Ленина","посёлок",NA,NA,"19","37.731865   55.584711","Россия, Московская область, Ленинский городской округ, посёлок Совхоза имени Ленина, 19"
"3600",10149,"19.04.2020","Москoвская Область","Ленинский городской округ","посёлок Совхоза имени Ленина","посёлок",NA,NA,"4","37.734084   55.586547","Россия, Московская область, Ленинский городской округ, посёлок Совхоза имени Ленина, 4"
"3601",10150,"19.04.2020","Москoвская Область",NA,"Ленинский городской округ","город",NA,NA,NA,"37.771571   55.547657","Россия, Московская область, Ленинский городской округ"
"3602",10152,"19.04.2020","Москoвская Область","Лыткарино","Лыткарино","город",NA,"Набережная улица","9","37.899841   55.573342","Россия, Московская область, Лыткарино, Набережная улица, 9"
"3603",10153,"19.04.2020","Москoвская Область","Лыткарино","Лыткарино","город",NA,"Октябрьская улица","7/8","37.908294   55.577928","Россия, Московская область, Лыткарино, Октябрьская улица, 7/8"
"3604",10154,"19.04.2020","Москoвская Область","Лыткарино","Лыткарино","город",NA,"Песчаная улица","4","37.898763   55.584594","Россия, Московская область, Лыткарино, Песчаная улица, 4"
"3605",10155,"19.04.2020","Москoвская Область","городской округ Люберцы","рабочий посёлок Малаховка","посёлок","микрорайон Малаховского Экспериментального Завода","Быковское шоссе","35","38.005285   55.624434","Россия, Московская область, городской округ Люберцы, рабочий посёлок Малаховка, микрорайон Малаховского Экспериментального Завода, Быковское шоссе, 35"
"3606",10156,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город",NA,"Вертолётная улица","6","37.960792   55.707968","Россия, Московская область, Люберцы, Вертолётная улица, 6"
"3607",10157,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город",NA,"улица Воинов-Интернационалистов","8","37.899832   55.69519","Россия, Московская область, Люберцы, улица Воинов-Интернационалистов, 8"
"3608",10158,"19.04.2020","Москoвская Область","городской округ Люберцы","рабочий посёлок Томилино","посёлок",NA,"улица Гаршина","9Ак10","37.957261   55.665228","Россия, Московская область, городской округ Люберцы, рабочий посёлок Томилино, улица Гаршина, 9Ак10"
"3609",10159,"19.04.2020","Москoвская Область","городской округ Люберцы","деревня Марусино","деревня",NA,"Заречная улица","33к6","37.968284   55.694799","Россия, Московская область, городской округ Люберцы, деревня Марусино, Заречная улица, 33к6"
"3610",10160,"19.04.2020","Москoвская Область","городской округ Люберцы","дачный посёлок Красково","посёлок",NA,"улица Карла Маркса","117/6","37.993356   55.662095","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 117/6"
"3611",10161,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город",NA,"улица Космонавтов","46","37.901521   55.661557","Россия, Московская область, Люберцы, улица Космонавтов, 46"
"3612",10162,"19.04.2020","Москoвская Область","городской округ Люберцы","дачный посёлок Красково","посёлок",NA,"Школьная улица","8","37.985441   55.660429","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, Школьная улица, 8"
"3613",10163,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город",NA,"Красноармейская улица","13","37.886869   55.676844","Россия, Московская область, Люберцы, Красноармейская улица, 13"
"3614",10164,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город",NA,"Октябрьский проспект","62","37.871158   55.687223","Россия, Московская область, Люберцы, Октябрьский проспект, 62"
"3615",10165,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город",NA,NA,NA,"37.898116   55.676494","Россия, Московская область, Люберцы"
"3616",10166,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город","микрорайон Красная Горка","проспект Гагарина","9","37.909085   55.688375","Россия, Московская область, Люберцы, микрорайон Красная Горка, проспект Гагарина, 9"
"3617",10167,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город","микрорайон Красная Горка","проспект Победы","17/1","37.916828   55.687827","Россия, Московская область, Люберцы, микрорайон Красная Горка, проспект Победы, 17/1"
"3618",10168,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город",NA,"Шоссейная улица","7","37.872838   55.674209","Россия, Московская область, Люберцы, Шоссейная улица, 7"
"3619",10169,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город",NA,"Южная улица","5","37.907036   55.659724","Россия, Московская область, Люберцы, Южная улица, 5"
"3620",10170,"19.04.2020","Москoвская Область","Люберцы","Люберцы","город",NA,"улица Юности","9","37.907513   55.703297","Россия, Московская область, Люберцы, улица Юности, 9"
"3621",10171,"19.04.2020","Москoвская Область","городской округ Ступино","рабочий посёлок Михнево","посёлок",NA,"Пионерская улица","8","37.961483   55.126215","Россия, Московская область, городской округ Ступино, рабочий посёлок Михнево, Пионерская улица, 8"
"3622",10172,"19.04.2020","Москoвская Область","городской округ Ступино","рабочий посёлок Михнево","посёлок",NA,"Советская улица","19","37.953425   55.119559","Россия, Московская область, городской округ Ступино, рабочий посёлок Михнево, Советская улица, 19"
"3623",10173,"19.04.2020","Москoвская Область","Мытищи","Мытищи","город",NA,"2-я Институтская улица","18","37.791235   55.93008","Россия, Московская область, Мытищи, 2-я Институтская улица, 18"
"3624",10174,"19.04.2020","Москoвская Область","Мытищи","Мытищи","город",NA,"улица Веры Волошиной","19А","37.719432   55.893183","Россия, Московская область, Мытищи, улица Веры Волошиной, 19А"
"3625",10175,"19.04.2020","Москoвская Область","Мытищи","Мытищи","город",NA,"улица Колпакова","27","37.727472   55.91909","Россия, Московская область, Мытищи, улица Колпакова, 27"
"3626",10176,"19.04.2020","Москoвская Область","Мытищи","Мытищи","город",NA,"Лётная улица","38к2","37.712821   55.904458","Россия, Московская область, Мытищи, Лётная улица, 38к2"
"3627",10177,"19.04.2020","Москoвская Область","Мытищи","Мытищи","город",NA,"улица Терешковой","16А","37.728658   55.909141","Россия, Московская область, Мытищи, улица Терешковой, 16А"
"3628",10178,"19.04.2020","Москoвская Область",NA,"Наро-Фоминский городской округ","город",NA,NA,NA,"36.522499   55.387776","Россия, Московская область, Наро-Фоминский городской округ"
"3629",10179,"19.04.2020","Москoвская Область","Наро-Фоминский городской округ","рабочий посёлок Калининец","посёлок",NA,NA,"24","36.989282   55.568812","Россия, Московская область, Наро-Фоминский городской округ, рабочий посёлок Калининец, 24"
"3630",10180,"19.04.2020","Москoвская Область","Наро-Фоминский городской округ","деревня Селятино","деревня",NA,NA,"45","36.959467   55.51749","Россия, Московская область, Наро-Фоминский городской округ, деревня Селятино, 45"
"3631",10181,"19.04.2020","Москoвская Область","Наро-Фоминский городской округ","деревня Селятино","деревня",NA,NA,"55","36.956942   55.519626","Россия, Московская область, Наро-Фоминский городской округ, деревня Селятино, 55"
"3632",10182,"19.04.2020","Москoвская Область","городской округ Красногорск","рабочий посёлок Нахабино","посёлок",NA,"улица Королёва","13","37.187567   55.85383","Россия, Московская область, городской округ Красногорск, рабочий посёлок Нахабино, улица Королёва, 13"
"3633",10183,"19.04.2020","Москoвская Область","городской округ Красногорск","рабочий посёлок Нахабино","посёлок",NA,"улица Чкалова","7","37.183668   55.837525","Россия, Московская область, городской округ Красногорск, рабочий посёлок Нахабино, улица Чкалова, 7"
"3634",10184,"19.04.2020","Москoвская Область","городской округ Серпухов","рабочий посёлок Оболенск","посёлок",NA,"Осенний бульвар","8","37.268783   54.97764","Россия, Московская область, городской округ Серпухов, рабочий посёлок Оболенск, Осенний бульвар, 8"
"3635",10185,"19.04.2020","Москoвская Область","городской округ Серпухов","рабочий посёлок Оболенск","посёлок",NA,"улица Строителей","3","37.218496   54.974018","Россия, Московская область, городской округ Серпухов, рабочий посёлок Оболенск, улица Строителей, 3"
"3636",10186,"19.04.2020","Москoвская Область","Одинцово","Одинцово","город",NA,"Можайское шоссе","131","37.293236   55.683386","Россия, Московская область, Одинцово, Можайское шоссе, 131"
"3637",10187,"19.04.2020","Москoвская Область","Одинцово","Одинцово","город",NA,"Можайское шоссе","36","37.282671   55.677159","Россия, Московская область, Одинцово, Можайское шоссе, 36"
"3638",10188,"19.04.2020","Москoвская Область","Одинцово","Одинцово","город",NA,"Садовая улица","32","37.246388   55.677539","Россия, Московская область, Одинцово, Садовая улица, 32"
"3639",10189,"19.04.2020","Москoвская Область","Одинцово","Одинцово","город",NA,"улица Чистяковой","18","37.326339   55.696585","Россия, Московская область, Одинцово, улица Чистяковой, 18"
"3640",10190,"19.04.2020","Москoвская Область","Озёры","Озёры","город",NA,"Советский переулок","7","38.558324   54.854677","Россия, Московская область, Озёры, Советский переулок, 7"
"3641",10191,"19.04.2020","Москoвская Область","Орехово-Зуевский городской округ","Орехово-Зуево","город",NA,"Красноармейская улица","2В","38.977038   55.811563","Россия, Московская область, Орехово-Зуевский городской округ, Орехово-Зуево, Красноармейская улица, 2В"
