"","город","Улица","Дом","Дата","lonlat","yandex_adress","ya_street"
"10381","Москoвская Область","Солнечногорск, посёлок Ржавки","13","19.04.2020","36.977631   56.185102","Россия, Московская область, Солнечногорск","Солнечногорск"
"10383","Москoвская Область","Талдом, ул. Дарвина","25","19.04.2020","37.53959   56.734227","Россия, Московская область, Талдомский городской округ, Талдом, улица Дарвина, 25","Талдомский городской округ, Талдом, улица Дарвина, 25"
"10384","Москoвская Область","Химки, Академика Грушина","2/10","19.04.2020","37.453486   55.906274","Россия, Московская область, Химки, улица Академика Грушина, 2/10","Химки, улица Академика Грушина, 2/10"
"10385","Москoвская Область","Химки, микрорайон Подрезково, Железнодорожная","2","19.04.2020","37.17605   56.161554","Россия, Московская область, городской округ Солнечногорск, садовое товарищество Химки, 2","городской округ Солнечногорск, садовое товарищество Химки, 2"
"10386","Москoвская Область","Химки, Молодежная","30","19.04.2020","37.406235   55.887185","Россия, Московская область, Химки, Молодёжная улица, 30","Химки, Молодёжная улица, 30"
"10387","Москoвская Область","Химки, проспект Мельникова","1","19.04.2020","37.406738   55.899038","Россия, Московская область, Химки, проспект Мельникова, 1","Химки, проспект Мельникова, 1"
"10388","Москoвская Область","Химки, Пролетарская","6","19.04.2020","37.441889   55.891724","Россия, Московская область, Химки, Пролетарская улица, 6","Химки, Пролетарская улица, 6"
"10389","Москoвская Область","Химки, Родионова","7","19.04.2020","37.405471   55.906804","Россия, Московская область, Химки, улица Родионова, 7","Химки, улица Родионова, 7"
"10390","Москoвская Область","Химки, Родионова","7Б","19.04.2020","37.405956   55.907541","Россия, Московская область, Химки, улица Родионова, 7Б","Химки, улица Родионова, 7Б"
"10391","Москoвская Область","Химки, Союзная","5/3","19.04.2020","37.440173   55.89666","Россия, Московская область, Химки, Союзная улица, 5к3","Химки, Союзная улица, 5к3"
"10392","Москoвская Область","Химки, ул. Кудрявцева","2А","19.04.2020","37.457322   55.898856","Россия, Московская область, Химки, улица Кудрявцева, 2А","Химки, улица Кудрявцева, 2А"
"10393","Москoвская Область","Химки, ул. 8 Марта","9","19.04.2020","37.452543   55.904735","Россия, Московская область, Химки, улица 8 Марта, 9","Химки, улица 8 Марта, 9"
"10394","Москoвская Область","Щёлково, Институтская","24","19.04.2020","38.061672   55.902565","Россия, Московская область, Щёлково, микрорайон Щёлково-3, Институтская улица, 24","Щёлково, микрорайон Щёлково-3, Институтская улица, 24"
"10395","Москoвская Область","Щёлково, Комсомольская","3","19.04.2020","37.991478   55.929626","Россия, Московская область, Щёлково, Комсомольская улица, 3","Щёлково, Комсомольская улица, 3"
"10396","Москoвская Область","Щёлково, микрорайон Финский","7","19.04.2020","37.974177   55.935793","Россия, Московская область, Щёлково, микрорайон Финский, 7","Щёлково, микрорайон Финский, 7"
"10397","Москoвская Область","Щёлково, Первомайская","5/2","19.04.2020","37.983007   55.917712","Россия, Московская область, Щёлково, Первомайская улица, 5к2","Щёлково, Первомайская улица, 5к2"
"10398","Москoвская Область","Щёлково, Сиреневая","5","19.04.2020","37.989475   55.932213","Россия, Московская область, Щёлково, Сиреневая улица, 5","Щёлково, Сиреневая улица, 5"
"10399","Москoвская Область","Щёлково, Стефановского","6","19.04.2020","38.060154   55.910089","Россия, Московская область, Щёлково, микрорайон Щёлково-3, улица Стефановского, 6","Щёлково, микрорайон Щёлково-3, улица Стефановского, 6"
"10400","Москoвская Область","Щёлково, Талсинская","24А","19.04.2020","37.983447   55.927841","Россия, Московская область, Щёлково, Талсинская улица, 24А","Щёлково, Талсинская улица, 24А"
"10401","Москoвская Область","Щёлково, Бахчиванджи","1","19.04.2020","38.050524   55.907183","Россия, Московская область, Щёлково, микрорайон Щёлково-3, улица Бахчиванджи, 1","Щёлково, микрорайон Щёлково-3, улица Бахчиванджи, 1"
"10402","Москoвская Область","Щёлково, Неделина","20","19.04.2020","37.978264   55.944818","Россия, Московская область, Щёлково, улица Неделина, 20","Щёлково, улица Неделина, 20"
"10403","Москoвская Область","Щёлково, Неделина","24","19.04.2020","37.978614   55.946164","Россия, Московская область, Щёлково, улица Неделина, 24","Щёлково, улица Неделина, 24"
"10405","Москoвская Область","Электросталь, ул. Победы","15/1","19.04.2020","38.442055   55.771439","Россия, Московская область, Электросталь, улица Победы, 15к1","Электросталь, улица Победы, 15к1"
"10406","Москoвская Область","Балашиха, Звёздная","12","19.04.2020","37.957207   55.828116","Россия, Московская область, Балашиха, Звёздная улица, 12","Балашиха, Звёздная улица, 12"
"10407","Москoвская Область","Балашиха, Корнилаева","30","19.04.2020","38.00763   55.734988","Россия, Московская область, Балашиха, микрорайон Железнодорожный, улица Корнилаева, 30","Балашиха, микрорайон Железнодорожный, улица Корнилаева, 30"
"10408","Москoвская Область","Балашиха, Лесопарковая","12","19.04.2020","37.998728   55.754304","Россия, Московская область, Балашиха, микрорайон Железнодорожный, Лесопарковая улица, 12","Балашиха, микрорайон Железнодорожный, Лесопарковая улица, 12"
"10409","Москoвская Область","Балашиха, Пионерская","33","19.04.2020","38.036717   55.743684","Россия, Московская область, Балашиха, микрорайон Железнодорожный, Пионерская улица, 33","Балашиха, микрорайон Железнодорожный, Пионерская улица, 33"
"10410","Москoвская Область","Балашиха, проспект Ленина","39","19.04.2020","37.943975   55.797675","Россия, Московская область, Балашиха, проспект Ленина, 39","Балашиха, проспект Ленина, 39"
"10411","Москoвская Область","Балашиха, Спортивная","17","19.04.2020","37.964717   55.817734","Россия, Московская область, Балашиха, Спортивная улица, 17","Балашиха, Спортивная улица, 17"
"10412","Москoвская Область","Бронницы, Соловьиная Роща","3","19.04.2020","38.263461   55.406722","Россия, Московская область, Бронницы, микрорайон Южный-1, улица Соловьиная Роща, 3","Бронницы, микрорайон Южный-1, улица Соловьиная Роща, 3"
"10413","Москoвская Область","Видное, 1-я Радиальная","3","19.04.2020","37.711904   55.557078","Россия, Московская область, Ленинский городской округ, Видное, 1-я Радиальная улица, 3","Ленинский городской округ, Видное, 1-я Радиальная улица, 3"
"10414","Москoвская Область","Видное, Ольховая","6","19.04.2020","37.722055   55.543374","Россия, Московская область, Ленинский городской округ, Видное, Ольховая улица, 6","Ленинский городской округ, Видное, Ольховая улица, 6"
"10415","Москoвская Область","Видное, Павла Фёдоровича Гаевского","16","19.04.2020","37.716082   55.553727","Россия, Московская область, Ленинский городской округ, Видное, улица Павла Фёдоровича Гаевского, 16","Ленинский городской округ, Видное, улица Павла Фёдоровича Гаевского, 16"
"10416","Москoвская Область","Видное, проспект Ленинского Комсомола","39","19.04.2020","37.704179   55.544189","Россия, Московская область, Ленинский городской округ, Видное, проспект Ленинского Комсомола, 39","Ленинский городской округ, Видное, проспект Ленинского Комсомола, 39"
"10417","Москoвская Область","Видное, Радужная","10","19.04.2020","37.715309   55.541356","Россия, Московская область, Ленинский городской округ, Видное, Радужная улица, 10","Ленинский городской округ, Видное, Радужная улица, 10"
"10418","Москoвская Область","Видное, Советская","19А","19.04.2020","37.713225   55.551018","Россия, Московская область, Ленинский городской округ, Видное, Советская улица, 19А","Ленинский городской округ, Видное, Советская улица, 19А"
"10419","Москoвская Область","Видное, Строителей","25","19.04.2020","37.68738   55.514753","Россия, Московская область, городской округ Подольск, деревня Федюково, улица Строителей, 21","городской округ Подольск, деревня Федюково, улица Строителей, 21"
"10420","Москoвская Область","Видное, Центральная","13В","19.04.2020","37.725792   55.560688","Россия, Московская область, Ленинский городской округ, Видное, Центральная улица, 13В","Ленинский городской округ, Видное, Центральная улица, 13В"
"10421","Москoвская Область","Видное, Школьная","62","19.04.2020","37.695519   55.554404","Россия, Московская область, Ленинский городской округ, Видное, Школьная улица, 62","Ленинский городской округ, Видное, Школьная улица, 62"
"10422","Москoвская Область","Воскресенск, Зелинского","10/14","19.04.2020","38.651542   55.313403","Россия, Московская область, Воскресенск, микрорайон Новлянский, улица Зелинского, 10/14","Воскресенск, микрорайон Новлянский, улица Зелинского, 10/14"
"10423","Москoвская Область","Воскресенск, Косяково, Юбилейная","2","19.04.2020","38.494005   55.350827","Россия, Московская область, городской округ Воскресенск, село Косяково, Юбилейная улица, 2","городской округ Воскресенск, село Косяково, Юбилейная улица, 2"
"10424","Москoвская Область","Воскресенск, село Федино","9","19.04.2020","38.625644   55.311277","Россия, Московская область, городской округ Воскресенск, село Федино, 9","городской округ Воскресенск, село Федино, 9"
"10425","Москoвская Область","Воскресенск, Энгельса","13","19.04.2020","38.643511   55.314197","Россия, Московская область, Воскресенск, микрорайон Новлянский, улица Энгельса, 13","Воскресенск, микрорайон Новлянский, улица Энгельса, 13"
"10426","Москoвская Область","Люберцы, 60 лет Победы","3","19.04.2020","37.967843   55.605907","Россия, Московская область, городской округ Люберцы, рабочий посёлок Октябрьский, улица 60 лет Победы, 3","городской округ Люберцы, рабочий посёлок Октябрьский, улица 60 лет Победы, 3"
"10427","Москoвская Область","Люберцы, Красково, Карла Маркса","81","19.04.2020","37.985855   55.658185","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 81","городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 81"
"10428","Москoвская Область","Люберцы, Красково, Карла Маркса","90","19.04.2020","37.995152   55.658764","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 90","городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 90"
"10429","Москoвская Область","Люберцы, Корнёво, Лорха","11","19.04.2020","38.000596   55.676128","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, посёлок Коренёво, улица Лорха, 11","городской округ Люберцы, дачный посёлок Красково, посёлок Коренёво, улица Лорха, 11"
"10430","Москoвская Область","Люберцы, Красково, Карла Маркса","117/14","19.04.2020","37.990149   55.662405","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 117/14","городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 117/14"
"10431","Москoвская Область","п. Родники, Большая Учительская","9","19.04.2020","38.052608   55.64669","Россия, Московская область, Раменский городской округ, посёлок городского типа Родники, Большая Учительская улица, 9","Раменский городской округ, посёлок городского типа Родники, Большая Учительская улица, 9"
"10432","Москoвская Область","Дзержинский, площадь Дмитрия Донского","3","19.04.2020","37.851359   55.631254","Россия, Московская область, Дзержинский, площадь Дмитрия Донского, 3","Дзержинский, площадь Дмитрия Донского, 3"
"10433","Москoвская Область","Дзержинский, Дзержинская","15","19.04.2020","37.849868   55.623727","Россия, Московская область, Дзержинский, Дзержинская улица, 15","Дзержинский, Дзержинская улица, 15"
"10434","Москoвская Область","Дзержинский, Дзержинская","17","19.04.2020","37.852239   55.62452","Россия, Московская область, Дзержинский, Дзержинская улица, 17","Дзержинский, Дзержинская улица, 17"
"10436","Москoвская Область","Дзержинский, Лермонтова","11","19.04.2020","37.859084   55.628068","Россия, Московская область, Дзержинский, улица Лермонтова, 11","Дзержинский, улица Лермонтова, 11"
"10437","Москoвская Область","Дзержинский, Лермонтова","19","19.04.2020","37.855833   55.629567","Россия, Московская область, Дзержинский, улица Лермонтова, 19","Дзержинский, улица Лермонтова, 19"
"10438","Москoвская Область","Дзержинский, площадь Дмитрия Донского","3","19.04.2020","37.851359   55.631254","Россия, Московская область, Дзержинский, площадь Дмитрия Донского, 3","Дзержинский, площадь Дмитрия Донского, 3"
"10439","Москoвская Область","Дзержинский, Спортивная","10","19.04.2020","37.849302   55.627061","Россия, Московская область, Дзержинский, Спортивная улица, 10","Дзержинский, Спортивная улица, 10"
"10440","Москoвская Область","Дзержинский, Томилинская","28","19.04.2020","37.867511   55.626177","Россия, Московская область, Дзержинский, Томилинская улица, 28","Дзержинский, Томилинская улица, 28"
"10441","Москoвская Область","Дзержинский, Томилинская","7","19.04.2020","37.862202   55.627646","Россия, Московская область, Дзержинский, Томилинская улица, 7","Дзержинский, Томилинская улица, 7"
"10442","Москoвская Область","Дзержинский, Угрешская","18","19.04.2020","37.850901   55.634105","Россия, Московская область, Дзержинский, Угрешская улица, 18","Дзержинский, Угрешская улица, 18"
"10443","Москoвская Область","Дзержинский, Угрешская","28","19.04.2020","37.863154   55.63131","Россия, Московская область, Дзержинский, Угрешская улица, 28","Дзержинский, Угрешская улица, 28"
"10444","Москoвская Область","Дзержинский, Угрешская","32","19.04.2020","37.867052   55.632042","Россия, Московская область, Дзержинский, Угрешская улица, 32","Дзержинский, Угрешская улица, 32"
"10445","Москoвская Область","Дзержинский, Шама","1В","19.04.2020","37.842807   55.638343","Россия, Московская область, Дзержинский, улица Шама, 1В","Дзержинский, улица Шама, 1В"
"10446","Москoвская Область","Домодедово, 25 лет Октября","12","19.04.2020","37.761671   55.426048","Россия, Московская область, Домодедово, улица 25 лет Октября, 12","Домодедово, улица 25 лет Октября, 12"
"10447","Москoвская Область","Домодедово, 25 лет Октября","5","19.04.2020","37.771876   55.429762","Россия, Московская область, Домодедово, улица 25 лет Октября, 5","Домодедово, улица 25 лет Октября, 5"
"10448","Москoвская Область","Домодедово, Горького","3","19.04.2020","37.770529   55.438527","Россия, Московская область, Домодедово, улица Горького, 3","Домодедово, улица Горького, 3"
"10449","Москoвская Область","Домодедово, Корнеева","34","19.04.2020","37.776062   55.429348","Россия, Московская область, Домодедово, улица Корнеева, 34","Домодедово, улица Корнеева, 34"
"10450","Москoвская Область","Домодедово, Корнеева","50","19.04.2020","37.778065   55.422579","Россия, Московская область, Домодедово, улица Корнеева, 50","Домодедово, улица Корнеева, 50"
"10451","Москoвская Область","Домодедово, Курыжова","19","19.04.2020","37.771732   55.398625","Россия, Московская область, Домодедово, улица Курыжова, 19","Домодедово, улица Курыжова, 19"
"10452","Москoвская Область","Домодедово, Новомосковская","50","19.04.2020","37.76027   55.451977","Россия, Московская область, Домодедово, микрорайон Северный, Новомосковская улица, 50","Домодедово, микрорайон Северный, Новомосковская улица, 50"
"10453","Москoвская Область","Домодедово, Советская","62/1","19.04.2020","37.741001   55.444563","Россия, Московская область, Домодедово, микрорайон Северный, Советская улица, 62к1","Домодедово, микрорайон Северный, Советская улица, 62к1"
"10454","Москoвская Область","Егорьевск, Сосновая","4","19.04.2020","39.019268   55.367704","Россия, Московская область, Егорьевск, Сосновая улица, 4","Егорьевск, Сосновая улица, 4"
"10455","Москoвская Область","Жуковский, Мичурина","13","19.04.2020","38.108672   55.609823","Россия, Московская область, Жуковский, улица Мичурина, 13","Жуковский, улица Мичурина, 13"
"10456","Москoвская Область","Жуковский, Молодёжная","34/1","19.04.2020","38.086897   55.607066","Россия, Московская область, Жуковский, Молодёжная улица, 34к1","Жуковский, Молодёжная улица, 34к1"
"10457","Москoвская Область","Жуковский, Мясищева","24","19.04.2020","38.09482   55.598182","Россия, Московская область, Жуковский, улица Мясищева, 24","Жуковский, улица Мясищева, 24"
"10458","Москoвская Область","Жуковский, Фрунзе","12","19.04.2020","38.125273   55.599153","Россия, Московская область, Жуковский, улица Фрунзе, 12","Жуковский, улица Фрунзе, 12"
"10459","Москoвская Область","Кашира, Ленина","11/1","19.04.2020","38.192844   54.843424","Россия, Московская область, Кашира, микрорайон Кашира-3, улица Ленина, 11к1","Кашира, микрорайон Кашира-3, улица Ленина, 11к1"
"10460","Москoвская Область","Кашира, Садовая","41/1","19.04.2020","38.248244   54.835937","Россия, Московская область, Кашира, Садовая улица, 41к1","Кашира, Садовая улица, 41к1"
"10461","Москoвская Область","Коломна, Добролюбова","13","19.04.2020","38.77409   55.084266","Россия, Московская область, Коломна, улица Добролюбова, 13","Коломна, улица Добролюбова, 13"
"10462","Москoвская Область","Коломна, Ленина","41","19.04.2020","38.786029   55.081756","Россия, Московская область, Коломна, улица Ленина, 41","Коломна, улица Ленина, 41"
"10463","Москoвская Область","Коломна, п. Радужный","2А","19.04.2020","38.726543   55.135485","Россия, Московская область, Коломенский городской округ, посёлок Радужный, 2А","Коломенский городской округ, посёлок Радужный, 2А"
"10464","Москoвская Область","Коломна, Пионерская","54","19.04.2020","38.759466   55.092216","Россия, Московская область, Коломна, Пионерская улица, 54","Коломна, Пионерская улица, 54"
"10465","Москoвская Область","Коломна, Пионерская","56","19.04.2020","38.758639   55.091325","Россия, Московская область, Коломна, Пионерская улица, 56","Коломна, Пионерская улица, 56"
"10466","Москoвская Область","Королёв, Тарасовская","25","19.04.2020","37.839834   55.945241","Россия, Московская область, Королёв, Тарасовская улица, 25","Королёв, Тарасовская улица, 25"
"10467","Москoвская Область","Котельники, микрорайон Белая Дача","24","19.04.2020","37.855482   55.664751","Россия, Московская область, Котельники, микрорайон Белая Дача, 24","Котельники, микрорайон Белая Дача, 24"
"10468","Москoвская Область","Котельники, микрорайон Силикат","4","19.04.2020","37.855024   55.647991","Россия, Московская область, Котельники, микрорайон Силикат, 4","Котельники, микрорайон Силикат, 4"
"10469","Москoвская Область","Котельники, микрорайон Силикат","8А","19.04.2020","37.85559   55.64887","Россия, Московская область, Котельники, микрорайон Силикат, 8А","Котельники, микрорайон Силикат, 8А"
"10470","Москoвская Область","Красногорск, Ленина","47/3","19.04.2020","37.302668   55.836716","Россия, Московская область, Красногорск, улица Ленина, 47к3","Красногорск, улица Ленина, 47к3"
"10471","Москoвская Область","Красногорск, Молодёжная","2","19.04.2020","37.357528   55.814826","Россия, Московская область, Красногорск, Молодёжная улица, 2","Красногорск, Молодёжная улица, 2"
"10472","Москoвская Область","Красногорск, посёлок Отрадное","11/1","19.04.2020","37.313088   55.873152","Россия, Московская область, городской округ Красногорск, посёлок Отрадное, 11к1","городской округ Красногорск, посёлок Отрадное, 11к1"
"10473","Москoвская Область","Красногорск, Успенская","28","19.04.2020","37.292751   55.834178","Россия, Московская область, Красногорск, Успенская улица, 28","Красногорск, Успенская улица, 28"
"10474","Москoвская Область","посёлок Развилка","31/2","19.04.2020","37.755113   55.586822","Россия, Московская область, Ленинский городской округ, посёлок Развилка, 31к2","Ленинский городской округ, посёлок Развилка, 31к2"
"10475","Москoвская Область","послок Развилка","42","19.04.2020","37.759174   55.58875","Россия, Московская область, Ленинский городской округ, посёлок Развилка, 42","Ленинский городской округ, посёлок Развилка, 42"
"10476","Москoвская Область","посёлок Совхоз имени Ленина","17/3","19.04.2020","37.729458   55.58582","Россия, Московская область, Ленинский городской округ, посёлок Совхоза имени Ленина, 17к3","Ленинский городской округ, посёлок Совхоза имени Ленина, 17к3"
"10477","Москoвская Область","посёлок Совхоз имени Ленина","19","19.04.2020","37.731865   55.584711","Россия, Московская область, Ленинский городской округ, посёлок Совхоза имени Ленина, 19","Ленинский городской округ, посёлок Совхоза имени Ленина, 19"
"10478","Москoвская Область","посёлок Совхоз имени Ленина","4","19.04.2020","37.734084   55.586547","Россия, Московская область, Ленинский городской округ, посёлок Совхоза имени Ленина, 4","Ленинский городской округ, посёлок Совхоза имени Ленина, 4"
"10479","Москoвская Область","Ленинский городской округ, рабочий посёлок Лопатино, Сухановская","1","19.04.2020","37.771571   55.547657","Россия, Московская область, Ленинский городской округ","Ленинский городской округ"
"10481","Москoвская Область","Лыткарино, Набережная","9","19.04.2020","37.899841   55.573342","Россия, Московская область, Лыткарино, Набережная улица, 9","Лыткарино, Набережная улица, 9"
"10482","Москoвская Область","Лыткарино, Октябрьская","7/8","19.04.2020","37.908294   55.577928","Россия, Московская область, Лыткарино, Октябрьская улица, 7/8","Лыткарино, Октябрьская улица, 7/8"
"10483","Москoвская Область","Лыткарино, Песчаная","4","19.04.2020","37.898763   55.584594","Россия, Московская область, Лыткарино, Песчаная улица, 4","Лыткарино, Песчаная улица, 4"
"10484","Москoвская Область","Люберцы, Быковское шоссе","35","19.04.2020","38.005285   55.624434","Россия, Московская область, городской округ Люберцы, рабочий посёлок Малаховка, микрорайон Малаховского Экспериментального Завода, Быковское шоссе, 35","городской округ Люберцы, рабочий посёлок Малаховка, микрорайон Малаховского Экспериментального Завода, Быковское шоссе, 35"
"10485","Москoвская Область","Люберцы, Вертолётная","6","19.04.2020","37.960792   55.707968","Россия, Московская область, Люберцы, Вертолётная улица, 6","Люберцы, Вертолётная улица, 6"
"10486","Москoвская Область","Люберцы, Воинов-Интернационалистов","8","19.04.2020","37.899832   55.69519","Россия, Московская область, Люберцы, улица Воинов-Интернационалистов, 8","Люберцы, улица Воинов-Интернационалистов, 8"
"10487","Москoвская Область","Люберцы, Гаршина","9А, корп. 10","19.04.2020","37.957261   55.665228","Россия, Московская область, городской округ Люберцы, рабочий посёлок Томилино, улица Гаршина, 9Ак10","городской округ Люберцы, рабочий посёлок Томилино, улица Гаршина, 9Ак10"
"10488","Москoвская Область","Люберцы, деревня Марусино, Заречная","33/6","19.04.2020","37.968284   55.694799","Россия, Московская область, городской округ Люберцы, деревня Марусино, Заречная улица, 33к6","городской округ Люберцы, деревня Марусино, Заречная улица, 33к6"
"10489","Москoвская Область","Люберцы, Карла Маркса","117/6","19.04.2020","37.993356   55.662095","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 117/6","городской округ Люберцы, дачный посёлок Красково, улица Карла Маркса, 117/6"
"10490","Москoвская Область","Люберцы, Космонавтов","46","19.04.2020","37.901521   55.661557","Россия, Московская область, Люберцы, улица Космонавтов, 46","Люберцы, улица Космонавтов, 46"
"10491","Москoвская Область","Люберцы, Красково, Школьная","8","19.04.2020","37.985441   55.660429","Россия, Московская область, городской округ Люберцы, дачный посёлок Красково, Школьная улица, 8","городской округ Люберцы, дачный посёлок Красково, Школьная улица, 8"
"10492","Москoвская Область","Люберцы, Красноармейская","13","19.04.2020","37.886869   55.676844","Россия, Московская область, Люберцы, Красноармейская улица, 13","Люберцы, Красноармейская улица, 13"
"10493","Москoвская Область","Люберцы, Октябрьский проспект","62","19.04.2020","37.871158   55.687223","Россия, Московская область, Люберцы, Октябрьский проспект, 62","Люберцы, Октябрьский проспект, 62"
"10494","Москoвская Область","Люберцы, п. Малаховка, Новая","5","19.04.2020","37.898116   55.676494","Россия, Московская область, Люберцы","Люберцы"
"10495","Москoвская Область","Люберцы, проспект Гагарина","9","19.04.2020","37.909085   55.688375","Россия, Московская область, Люберцы, микрорайон Красная Горка, проспект Гагарина, 9","Люберцы, микрорайон Красная Горка, проспект Гагарина, 9"
"10496","Москoвская Область","Люберцы, проспект Победы","17/1","19.04.2020","37.916828   55.687827","Россия, Московская область, Люберцы, микрорайон Красная Горка, проспект Победы, 17/1","Люберцы, микрорайон Красная Горка, проспект Победы, 17/1"
"10497","Москoвская Область","Люберцы, Шоссейная","7","19.04.2020","37.872838   55.674209","Россия, Московская область, Люберцы, Шоссейная улица, 7","Люберцы, Шоссейная улица, 7"
"10498","Москoвская Область","Люберцы, Южная","5","19.04.2020","37.907036   55.659724","Россия, Московская область, Люберцы, Южная улица, 5","Люберцы, Южная улица, 5"
"10499","Москoвская Область","Люберцы, Юности","9","19.04.2020","37.907513   55.703297","Россия, Московская область, Люберцы, улица Юности, 9","Люберцы, улица Юности, 9"
"10500","Москoвская Область","Михнево, Пионерская","8","19.04.2020","37.961483   55.126215","Россия, Московская область, городской округ Ступино, рабочий посёлок Михнево, Пионерская улица, 8","городской округ Ступино, рабочий посёлок Михнево, Пионерская улица, 8"
"10501","Москoвская Область","Михнево, Советская","19","19.04.2020","37.953425   55.119559","Россия, Московская область, городской округ Ступино, рабочий посёлок Михнево, Советская улица, 19","городской округ Ступино, рабочий посёлок Михнево, Советская улица, 19"
"10502","Москoвская Область","Мытищи, 2-я Институтская улица","18","19.04.2020","37.791235   55.93008","Россия, Московская область, Мытищи, 2-я Институтская улица, 18","Мытищи, 2-я Институтская улица, 18"
"10503","Москoвская Область","Мытищи, Веры Волошиной","19А","19.04.2020","37.719432   55.893183","Россия, Московская область, Мытищи, улица Веры Волошиной, 19А","Мытищи, улица Веры Волошиной, 19А"
"10504","Москoвская Область","Мытищи, Колпакова","27","19.04.2020","37.727472   55.91909","Россия, Московская область, Мытищи, улица Колпакова, 27","Мытищи, улица Колпакова, 27"
"10505","Москoвская Область","Мытищи, Лётная","38/2","19.04.2020","37.712821   55.904458","Россия, Московская область, Мытищи, Лётная улица, 38к2","Мытищи, Лётная улица, 38к2"
"10506","Москoвская Область","Мытищи, Терешковой","16А","19.04.2020","37.728658   55.909141","Россия, Московская область, Мытищи, улица Терешковой, 16А","Мытищи, улица Терешковой, 16А"
"10507","Москoвская Область","Наро-Фоминский городской округ, село Атепцово, Речная","9","19.04.2020","36.522499   55.387776","Россия, Московская область, Наро-Фоминский городской округ","Наро-Фоминский городской округ"
"10508","Москoвская Область","Наро-Фоминский городской округ, рабочий посёлок Калининец","24","19.04.2020","36.989282   55.568812","Россия, Московская область, Наро-Фоминский городской округ, рабочий посёлок Калининец, 24","Наро-Фоминский городской округ, рабочий посёлок Калининец, 24"
"10509","Москoвская Область","Наро-Фоминский городской округ, деревня Селятино","45","19.04.2020","36.959467   55.51749","Россия, Московская область, Наро-Фоминский городской округ, деревня Селятино, 45","Наро-Фоминский городской округ, деревня Селятино, 45"
"10510","Москoвская Область","Наро-Фоминский городской округ, деревня Селятино","55","19.04.2020","36.956942   55.519626","Россия, Московская область, Наро-Фоминский городской округ, деревня Селятино, 55","Наро-Фоминский городской округ, деревня Селятино, 55"
"10511","Москoвская Область","Нахабино, Королёва","13","19.04.2020","37.187567   55.85383","Россия, Московская область, городской округ Красногорск, рабочий посёлок Нахабино, улица Королёва, 13","городской округ Красногорск, рабочий посёлок Нахабино, улица Королёва, 13"
"10512","Москoвская Область","Нахабино, Чкалова","7","19.04.2020","37.183668   55.837525","Россия, Московская область, городской округ Красногорск, рабочий посёлок Нахабино, улица Чкалова, 7","городской округ Красногорск, рабочий посёлок Нахабино, улица Чкалова, 7"
"10513","Москoвская Область","Оболенск, Осенний бульвар","8","19.04.2020","37.268783   54.97764","Россия, Московская область, городской округ Серпухов, рабочий посёлок Оболенск, Осенний бульвар, 8","городской округ Серпухов, рабочий посёлок Оболенск, Осенний бульвар, 8"
"10514","Москoвская Область","Оболенск, Строителей","3","19.04.2020","37.218496   54.974018","Россия, Московская область, городской округ Серпухов, рабочий посёлок Оболенск, улица Строителей, 3","городской округ Серпухов, рабочий посёлок Оболенск, улица Строителей, 3"
